test_id,number,title,group,oracle,candidate,primary_classification,reason_code
0691,691,run_misc.at:810: 691. Fixed continuation indicator,run_misc.at:810,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: no PROCEDURE DIVISION ($COBCRUN_DIRECT ./prog)
0692,692,run_misc.at:852: 692. Concatenation operator,run_misc.at:852,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,candidate program run failed ($COBCRUN_DIRECT ./prog)
0693,693,run_misc.at:876: 693. SOURCE FIXED/FREE directives,run_misc.at:876,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: verb T ($COBCRUN_DIRECT ./prog)
0694,694,run_misc.at:912: 694. TURN directive,run_misc.at:912,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,runtime error during execution ($COBCRUN_DIRECT ./prog)
0695,695,run_misc.at:953: 695. OCCURS on level 01,run_misc.at:953,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: not a numeric literal: X-ALL ($COBCRUN_DIRECT ./prog)
0696,696,Class check with reference-modification,run_misc.at:1038,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0697,697,run_misc.at:1060: 697. Index and parenthesized expression,run_misc.at:1060,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: trailing tokens in condition at + ($COBCRUN_DIRECT ./prog)
0698,698,run_misc.at:1082: 698. Alphanumeric and binary numeric,run_misc.at:1082,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,candidate program run failed ($COBCRUN_DIRECT ./prog)
0699,699,run_misc.at:1106: 699. Non-numeric data in numeric items,run_misc.at:1106,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,candidate program run failed ($COBCRUN_DIRECT ./unchecked_prog)
0700,700,run_misc.at:1172: 700. Dynamic call with static linking,run_misc.at:1172,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE_MODULE -c callee.cob
0701,701,run_misc.at:1201: 701. Static call with static linking,run_misc.at:1201,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE_MODULE -c callee.cob
0702,702,run_misc.at:1232: 702. Dynamic CALL with ON EXCEPTION,run_misc.at:1232,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,"unsupported: unsupported: CALL ""callee1"": not a contained program (external CALL is a boundary) ($COBCRUN_DIRECT ./caller)"
0703,703,run_misc.at:1264: 703. Static CALL with ON EXCEPTION,run_misc.at:1264,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE_MODULE -c callee2.cob
0704,704,run_misc.at:1304: 704. CALL m1. CALL m2. CALL m1.,run_misc.at:1304,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: verb IDENTIFICATION ($COBCRUN_DIRECT ./caller)
0705,705,Recursive CALL of RECURSIVE program,run_misc.at:1355,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0706,706,run_misc.at:1413: 706. Recursive CALL of INITIAL program,run_misc.at:1413,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,runtime error during execution ($COBCRUN_DIRECT ./caller)
0707,707,run_misc.at:1464: 707. Recursive CALL with RECURSIVE assumed,run_misc.at:1464,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE_MODULE -fno-recursive-check callee.cob
0708,708,run_misc.at:1510: 708. Recursive CALL with ON EXCEPTION,run_misc.at:1510,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,candidate program run failed ($COBCRUN_DIRECT ./caller)
0709,709,run_misc.at:1567: 709. Multiple calls of INITIAL program,run_misc.at:1567,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,"unsupported: unsupported: CALL ""C$PARAMSIZE"": not a contained program (external CALL is a boundary) ($COBCRUN_DIRECT ./caller)"
0710,710,run_misc.at:1624: 710. CALL binary literal parameter/LENGTH OF,run_misc.at:1624,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,"unsupported: unsupported: CALL ""dump"": not a contained program (external CALL is a boundary) ($COBCRUN_DIRECT ./prog)"
0711,711,INSPECT REPLACING LEADING ZEROS BY SPACES,run_misc.at:1678,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0712,712,INSPECT: no repeat conversion,run_misc.at:1700,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0713,713,run_misc.at:1726: 713. TRANSFORM statement,run_misc.at:1726,ORACLE_PASS,-,CANDIDATE_PARSE_REJECT,undefined data name at run ($COBCRUN_DIRECT ./prog)
0714,714,run_misc.at:1759: 714. INSPECT CONVERTING alphabet,run_misc.at:1759,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: not a numeric literal: X ($COBCRUN_DIRECT ./prog)
0715,715,run_misc.at:1808: 715. INSPECT CONVERTING TO figurative constant,run_misc.at:1808,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,candidate program run failed ($COBCRUN_DIRECT ./prog)
0716,716,run_misc.at:1830: 716. INSPECT CONVERTING NULL,run_misc.at:1830,ORACLE_PASS,-,CANDIDATE_PARSE_REJECT,undefined data name at run ($COBCRUN_DIRECT ./prog)
0717,717,run_misc.at:1852: 717. INSPECT CONVERTING TO NULL,run_misc.at:1852,ORACLE_PASS,-,CANDIDATE_PARSE_REJECT,undefined data name at run ($COBCRUN_DIRECT ./prog)
0718,718,run_misc.at:1874: 718. INSPECT CONVERTING complex,run_misc.at:1874,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,candidate program run failed ($COBCRUN_DIRECT ./prog)
0719,719,run_misc.at:1903: 719. INSPECT numeric signed,run_misc.at:1903,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: unrecognized USAGE BINARY-INT ($COBCRUN_DIRECT ./prog)
0720,720,INSPECT TALLYING BEFORE,run_misc.at:2044,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0721,721,INSPECT TALLYING AFTER,run_misc.at:2077,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0722,722,run_misc.at:2110: 722. INSPECT TALLYING BEFORE and AFTER,run_misc.at:2110,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,candidate program run failed ($COBCRUN_DIRECT ./prog)
0723,723,run_misc.at:2146: 723. INSPECT TALLYING REPLACING BEFORE and AFTER,run_misc.at:2146,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,candidate program run failed ($COBCRUN_DIRECT ./prog)
0724,724,run_misc.at:2183: 724. INSPECT REPLACING figurative constant,run_misc.at:2183,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,candidate program run failed ($COBCRUN_DIRECT ./prog)
0725,725,SWITCHES (environment COB_SWITCH_n and SET),run_misc.at:2207,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0726,726,Nested PERFORM,run_misc.at:2288,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0727,727,PERFORM VARYING BY -0.2 decimal,run_misc.at:2311,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0728,728,run_misc.at:2337: 728. PERFORM VARYING Float,run_misc.at:2337,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: unrecognized USAGE FLOAT-LONG ($COBCRUN_DIRECT ./prog)
0729,729,run_misc.at:2376: 729. PERFORM VARYING BY phrase omitted,run_misc.at:2376,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -std=cobol85 prog.cob
0730,730,EXIT PERFORM,run_misc.at:2407,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0731,731,EXIT PERFORM CYCLE,run_misc.at:2430,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0732,732,run_misc.at:2453: 732. EXIT PARAGRAPH,run_misc.at:2453,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,candidate program run failed ($COBCRUN_DIRECT ./prog)
0733,733,run_misc.at:2487: 733. EXIT SECTION,run_misc.at:2487,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -fno-section-exit-check prog.cob
0734,734,run_misc.at:2528: 734. implicit GOBACK at end of PROCEDURE DIVISION,run_misc.at:2528,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -fno-implicit-goback-check prog.cob
0735,735,run_misc.at:2551: 735. PERFORM FOREVER / PERFORM UNTIL EXIT,run_misc.at:2551,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: condition: missing left operand ($COBCRUN_DIRECT ./prog)
0736,736,run_misc.at:2592: 736. PERFORM inline (1),run_misc.at:2592,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -fmissing-statement=ok prog.cob
0737,737,run_misc.at:2618: 737. PERFORM inline (2),run_misc.at:2618,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -frelax-syntax-checks -w prog.cob
0738,738,Non-overflow after overflow,run_misc.at:2642,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0739,739,PERFORM ... CONTINUE,run_misc.at:2669,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0740,740,STRING with subscript reference,run_misc.at:2686,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0741,741,run_misc.at:2712: 741. STRING WITH POINTER ON OVERFLOW with DELIMITER,run_misc.at:2712,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,candidate program run failed ($COBCRUN_DIRECT ./prog)
0742,742,STRING / UNSTRING [NOT] ON OVERFLOW,run_misc.at:2796,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0743,743,UNSTRING DELIMITED ALL LOW-VALUE,run_misc.at:2913,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0744,744,run_misc.at:2944: 744. UNSTRING DELIMITED ALL SPACE-2,run_misc.at:2944,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,candidate program run failed ($COBCRUN_DIRECT ./prog)
0745,745,UNSTRING DELIMITED POINTER,run_misc.at:2997,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0746,746,run_misc.at:3045: 746. UNSTRING DELIMITER IN,run_misc.at:3045,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -ftop-level-occurs-clause=ok prog.cob
0747,747,UNSTRING combined,run_misc.at:3087,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0748,748,run_misc.at:3201: 748. UNSTRING with FUNCTION / literal,run_misc.at:3201,ORACLE_PASS,-,CANDIDATE_PARSE_REJECT,undefined data name at run ($COBCRUN_DIRECT ./prog)
0749,749,run_misc.at:3271: 749. SORT: table,run_misc.at:3271,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: SORT: `TBL` is not a declared file ($COBCRUN_DIRECT ./prog)
0750,750,run_misc.at:3305: 750. SORT: table (2),run_misc.at:3305,ORACLE_PASS,-,CANDIDATE_PARSE_REJECT,undefined data name at run ($COBCRUN_DIRECT ./prog)
0751,751,run_misc.at:3430: 751. SORT: table (3),run_misc.at:3430,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: SORT: `ROW1` is not a declared file ($COBCRUN_DIRECT ./prog)
0752,752,run_misc.at:3522: 752. SORT: table (toplevel),run_misc.at:3522,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: SORT: `TBL` is not a declared file ($COBCRUN_DIRECT ./prog)
0753,753,run_misc.at:3544: 753. SORT: EBCDIC table,run_misc.at:3544,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: SORT: `TBL` is not a declared file ($COBCRUN_DIRECT ./prog)
0754,754,run_misc.at:3609: 754. Alphanum comparison with default COLLATING SEQUENCE,run_misc.at:3609,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -fdefault-colseq=ascii -DEXPECT-ORDER=ASCII -o ascii prog.cob
0755,755,run_misc.at:3637: 755. SORT: table with default COLLATING SEQUENCE,run_misc.at:3637,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -fdefault-colseq=ascii -DEXPECT-ORDER=ASCII -o ascii prog.cob
0756,756,run_misc.at:3673: 756. JUSTIFIED and VALUE clauses,run_misc.at:3673,ORACLE_PASS,-,WRAPPER_INVOCATION_MALFORMED,cobc-rs rejected the invocation shape: $COMPILE -std=ibm -DJUSTIFY=JUSTIFY -o prog  prog.cob
0757,757,run_misc.at:3927: 757. SEARCH ALL: table with default COLLATING SEQUENCE,run_misc.at:3927,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -fdefault-colseq=ascii -DEXPECT-ORDER=ASCII -o ascii prog.cob
0758,758,"run_misc.at:3967: 758. PIC ZZZ-, ZZZ+",run_misc.at:3967,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,candidate program run failed ($COBCRUN_DIRECT ./prog)
0759,759,run_misc.at:4008: 759. PERFORM type OSVS,run_misc.at:4008,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -fperform-osvs prog.cob
0760,760,run_misc.at:4043: 760. Sticky LINKAGE,run_misc.at:4043,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE_MODULE -fsticky-linkage callee.cob
0761,761,run_misc.at:4085: 761. COB_PRE_LOAD,run_misc.at:4085,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,"unsupported: unsupported: CALL ""callee2"": not a contained program (external CALL is a boundary) (COB_PRE_LOAD=callee $COBCRUN_DIRECT ./caller)"
0762,762,run_misc.at:4111: 762. COB_PRE_LOAD with entry points,run_misc.at:4111,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,"unsupported: unsupported: CALL ""ent1"": not a contained program (external CALL is a boundary) (COB_PRE_LOAD=""prog""$PATHSEP""prog1"" $COBCRUN_DIRECT ./main-prog)"
0763,763,run_misc.at:4182: 763. Lookup ENTRY from main executable,run_misc.at:4182,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: SET PROGRAM-LINK TO <value>: target is not a numeric/index item ($COBCRUN_DIRECT ./prog)
0764,764,COB_LOAD_CASE=UPPER,run_misc.at:4223,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0765,765,run_misc.at:4249: 765. ALLOCATE / FREE with BASED item (1),run_misc.at:4249,ORACLE_PASS,-,CANDIDATE_PARSE_REJECT,undefined data name at run ($COBCRUN_DIRECT ./prog)
0766,766,run_misc.at:4275: 766. ALLOCATE / FREE with BASED item (2),run_misc.at:4275,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: condition: unrecognized relational operator (expected = > < >= <= <> GREATER LESS EQUAL) ($COBCRUN_DIRECT ./prog)
0767,767,run_misc.at:4319: 767. ALLOCATE CHARACTERS INITIALIZED (TO),run_misc.at:4319,ORACLE_PASS,-,CANDIDATE_PARSE_REJECT,undefined data name at run ($COBCRUN_DIRECT ./prog)
0768,768,Initialized value with defaultbyte,run_misc.at:4366,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0769,769,run_misc.at:4390: 769. CALL with OMITTED parameter,run_misc.at:4390,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,"unsupported: unsupported: CALL ""callee"": fewer USING args than the 3 parameters ($COBCRUN_DIRECT ./caller)"
0770,770,run_misc.at:4426: 770. direct CALL in from C w/wo error,run_misc.at:4426,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: no PROCEDURE DIVISION ($COBCRUN_DIRECT ./caller callee A)
0771,771,run_misc.at:4507: 771. direct CALL in from C w/wo error; no exit,run_misc.at:4507,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: no PROCEDURE DIVISION ($COBCRUN_DIRECT ./caller callee 00)
0772,772,"run_misc.at:4641: 772. CALL in from C, cob_call_params explicitly set",run_misc.at:4641,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: no PROCEDURE DIVISION ($COBCRUN_DIRECT ./caller)
0773,773,"run_misc.at:4700: 773. CALL in from C, cob_call_params unknown",run_misc.at:4700,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: no PROCEDURE DIVISION ($COBCRUN_DIRECT ./caller)
0774,774,"run_misc.at:4753: 774. CALL C with callback, PROCEDURE DIVISION EXTERN",run_misc.at:4753,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: SET CB TO <value>: target is not a numeric/index item ($COBCRUN_DIRECT ./prog)
0775,775,"run_misc.at:4823: 775. CALL C with callback, ENTRY-CONVENTION EXTERN",run_misc.at:4823,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: SET CB TO <value>: target is not a numeric/index item ($COBCRUN_DIRECT ./prog)
0776,776,run_misc.at:4974: 776. CALL in from C with init missing / implicit,run_misc.at:4974,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: no PROCEDURE DIVISION ($COBCRUN_DIRECT ./caller)
0777,777,run_misc.at:5022: 777. CALL STATIC C from COBOL,run_misc.at:5022,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,"unsupported: unsupported: CALL ""STATIC"": not a contained program (external CALL is a boundary) ($COBCRUN_DIRECT ./caller)"
0778,778,ANY LENGTH (1),run_misc.at:5078,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0779,779,ANY LENGTH (2),run_misc.at:5117,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0780,780,run_misc.at:5157: 780. ANY LENGTH (3),run_misc.at:5157,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: not a numeric literal: ALL ($COBCRUN_DIRECT ./prog)
0781,781,run_misc.at:5200: 781. ANY LENGTH (4),run_misc.at:5200,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: not a numeric literal: ALL ($COBCRUN_DIRECT ./prog)
0782,782,ANY LENGTH (5),run_misc.at:5243,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0783,783,run_misc.at:5268: 783. access to BASED item without allocation,run_misc.at:5268,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,runtime error during execution ($COBCRUN_DIRECT ./prog)
0784,784,run_misc.at:5307: 784. access to OPTIONAL LINKAGE item not passed,run_misc.at:5307,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,"unsupported: unsupported: CALL ""callee"": fewer USING args than the 2 parameters ($COBCRUN_DIRECT ./caller)"
0785,785,STOP RUN WITH NORMAL STATUS,run_misc.at:5345,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0786,786,run_misc.at:5363: 786. STOP RUN WITH ERROR STATUS,run_misc.at:5363,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,candidate program run failed ($COBCRUN_DIRECT ./prog)
0787,787,run_misc.at:5381: 787. STOP ERROR,run_misc.at:5381,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE prog.cob -fstop-error-statement=ok
0788,788,run_misc.at:5406: 788. SYMBOLIC clause,run_misc.at:5406,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: not a numeric literal: Z-ASC ($COBCRUN_DIRECT ./prog)
0789,789,run_misc.at:5439: 789. OCCURS clause with 1 entry,run_misc.at:5439,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,candidate program run failed ($COBCRUN_DIRECT ./prog)
0790,790,run_misc.at:5480: 790. Computing of different USAGEs w/o decimal point,run_misc.at:5480,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: expected program name after PROGRAM-ID ($COBCRUN_DIRECT ./prog)
0791,791,run_misc.at:6005: 791. Computing of different USAGEs w/- decimal point,run_misc.at:6005,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: expected program name after PROGRAM-ID ($COBCRUN_DIRECT ./prog)
0792,792,compilation-group with decimal,run_misc.at:6494,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0793,793,run_misc.at:6534: 793. C/C++ reserved words/predefined identifiers,run_misc.at:6534,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,"cobc-rs rejected an option in: $COMPILE_MODULE -fnot-reserved=double,float,new,volatile,xor callee.cob"
0794,794,PICTURE with Edit mask,run_misc.at:6990,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0795,795,run_misc.at:7063: 795. POINTER,run_misc.at:7063,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: SET ADDRESS UP/DOWN BY: not a numeric index ($COBCRUN_DIRECT ./prog)
0796,796,run_misc.at:7099: 796. CALL RETURNING POINTER,run_misc.at:7099,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -fno-gen-c-decl-static-call prog.cob
0797,797,run_misc.at:7169: 797. ON EXCEPTION clause of DISPLAY,run_misc.at:7169,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: not a numeric literal: AT (COB_EXIT_WAIT=0 $COBCRUN_DIRECT ./prog)
0798,798,run_misc.at:7194: 798. EC-SCREEN-LINE-NUMBER and -STARTING-COLUMN,run_misc.at:7194,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: not a numeric literal: INVALID-LINE (COB_EXIT_WAIT=0 $COBCRUN_DIRECT ./prog)
0799,799,run_misc.at:7235: 799. LINE/COLUMN 0 exceptions,run_misc.at:7235,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE  -faccept-display-extensions=error prog.cob
0800,800,run_misc.at:7273: 800. SET LAST EXCEPTION TO OFF,run_misc.at:7273,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: not a numeric literal: FUNCTION ($COBCRUN_DIRECT ./prog)
0801,801,run_misc.at:7309: 801. void PROCEDURE,run_misc.at:7309,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: verb RETURNING ($COBCRUN_DIRECT ./caller)
0802,802,run_misc.at:7338: 802. Figurative constants to numeric field,run_misc.at:7338,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate compile-phase failure: $COMPILE -std=mf prog.cob
0803,803,run_misc.at:7400: 803. MF FIGURATIVE to NUMERIC,run_misc.at:7400,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -std=mf -fno-move-non-numeric-lit-to-numeric-is-zero prog.cob cmod.c
0804,804,run_misc.at:7535: 804. CALL RETURNING,run_misc.at:7535,ORACLE_PASS,-,CANDIDATE_RUNTIME_FAIL,candidate program run failed ($COBCRUN_DIRECT ./caller)
0805,805,"run_misc.at:7574: 805. void PROCEDURE, NOTHING return",run_misc.at:7574,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: verb RETURNING ($COBCRUN_DIRECT ./prog)
0806,806,run_misc.at:7609: 806. READY TRACE / RESET TRACE,run_misc.at:7609,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: COB_OLD_TRACE=y \
0807,807,run_misc.at:8074: 807. Trace feature with subroutine,run_misc.at:8074,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -ftraceall prog.cob
0808,808,run_misc.at:10199: 808. stack and dump feature,run_misc.at:10199,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE_MODULE -fdump=ALL prog.cob sub2.cob
0809,809,run_misc.at:11016: 809. dump feature with NULL address,run_misc.at:11016,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -fdump=ALL prog.cob
0810,810,run_misc.at:11291: 810. CALL with program prototypes,run_misc.at:11291,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,"unsupported: unsupported: CALL ""D"": not a contained program (external CALL is a boundary) ($COBCRUN prog)"
0811,811,run_misc.at:11370: 811. REDEFINES values on FILLER and INITIALIZE,run_misc.at:11370,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate compile-phase failure: $COMPILE prog.cob
0812,812,run_misc.at:11425: 812. PICTURE with constant-name,run_misc.at:11425,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0813,813,run_misc.at:11453: 813. Quote marks in comment paragraphs,run_misc.at:11453,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate compile-phase failure: $COMPILE -o prog prog.cob
0814,814,run_misc.at:11479: 814. Numeric MOVE with/without -fbinary-truncate,run_misc.at:11479,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate compile-phase failure: $COMPILE prog.cob
0815,815,run_misc.at:11549: 815. Alphanumeric MOVE with truncation,run_misc.at:11549,ORACLE_PASS,-,CANDIDATE_PARSE_REJECT,undefined data name at run ($COBCRUN_DIRECT ./prog)
0816,816,run_misc.at:11600: 816. PROGRAM-ID / CALL literal/variable with spaces,run_misc.at:11600,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate compile-phase failure: $COMPILE prog.cob
0817,817,run_misc.at:11668: 817. PROGRAM-ID / CALL with hyphen and underscore,run_misc.at:11668,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,"unsupported: unsupported: CALL ""_SUB-PROG_NOW"": not a contained program (external CALL is a boundary) (COB_PRE_LOAD=sub $COBCRUN_DIRECT ./prog)"
0818,818,run_misc.at:11705: 818. CALL with directory,run_misc.at:11705,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,unsupported: unsupported: expected program name after PROGRAM-ID ($COBCRUN_DIRECT ./prog)
0819,819,run_misc.at:11763: 819. C-API (param based),run_misc.at:11763,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate compile-phase failure: $COMPILE -Wno-unfinished prog.cob cmod.c
